store_id,month,cohort_month,orders
12,4,7,788
12,5,7,783
12,6,7,761
12,7,7,991
12,8,7,993
12,9,7,982
12,10,7,962
12,11,7,1009
12,12,7,1006
12,13,7,1060
12,14,7,934
12,15,7,1059
12,16,7,1040
12,17,7,987
12,18,7,1058
12,19,7,1030
12,20,7,1025
12,21,7,1002
12,22,7,979
12,23,7,973
12,24,7,1023
13,1,7,862
13,2,7,869
13,3,7,825
13,4,7,815
13,5,7,795
13,6,7,765
13,7,7,1007
13,8,7,1042
13,9,7,1033
13,10,7,1047
13,11,7,989
13,12,7,1072
13,13,7,1070
13,14,7,999
13,15,7,1016
13,16,7,1014
13,17,7,1022
13,18,7,1059
13,19,7,1035
13,20,7,1017
13,21,7,1058
13,22,7,1015
13,23,7,1077
13,24,7,1063
14,1,7,823
14,2,7,814
14,3,7,864
14,4,7,838
14,5,7,788
14,6,7,820
14,7,7,1016
14,8,7,1036
14,9,7,1049
14,10,7,1066
14,11,7,1032
14,12,7,1032
14,13,7,1111
14,14,7,1003
14,15,7,1034
14,16,7,1042
14,17,7,1060
14,18,7,1052
14,19,7,1009
14,20,7,1075
14,21,7,1029
14,22,7,1031
14,23,7,1047
14,24,7,1059
15,1,7,818
15,2,7,866
15,3,7,808
15,4,7,818
15,5,7,772
15,6,7,842
15,7,7,1047
15,8,7,1051
15,9,7,995
15,10,7,1100
15,11,7,1015
15,12,7,984
15,13,7,1086
15,14,7,1046
15,15,7,1063
15,16,7,1040
15,17,7,1003
15,18,7,1061
15,19,7,1038
15,20,7,1060
15,21,7,999
15,22,7,1050
15,23,7,1025
15,24,7,1028
16,1,7,818
16,2,7,804
16,3,7,773
16,4,7,902
16,5,7,804
16,6,7,849
16,7,7,1029
16,8,7,1087
16,9,7,986
16,10,7,1052
16,11,7,1081
16,12,7,1012
16,13,7,997
16,14,7,1002
16,15,7,1067
16,16,7,1048
16,17,7,1021
16,18,7,1001
16,19,7,1036
16,20,7,1096
16,21,7,1031
16,22,7,1078
16,23,7,1045
16,24,7,1126
17,1,7,782
17,2,7,799
17,3,7,811
17,4,7,786
17,5,7,817
17,6,7,793
17,7,7,984
17,8,7,1014
17,9,7,1000
17,10,7,1031
17,11,7,1017
17,12,7,986
17,13,7,1020
17,14,7,1010
17,15,7,1011
17,16,7,1008
17,17,7,1007
17,18,7,1044
17,19,7,1018
17,20,7,1037
17,21,7,1004
17,22,7,1089
17,23,7,1070
17,24,7,1046
18,1,7,839
18,2,7,834
18,3,7,810
18,4,7,804
18,5,7,794
18,6,7,805
18,7,7,1005
18,8,7,1066
18,9,7,1020
18,10,7,1013
18,11,7,1012
18,12,7,1058
18,13,7,963
18,14,7,1075
18,15,7,1069
18,16,7,1072
18,17,7,1000
18,18,7,1090
18,19,7,1068
18,20,7,1059
18,21,7,995
18,22,7,991
18,23,7,1022
18,24,7,1049
19,1,7,802
19,2,7,800
19,3,7,760
19,4,7,787
19,5,7,836
19,6,7,793
19,7,7,934
19,8,7,961
19,9,7,1012
19,10,7,947
19,11,7,1021
19,12,7,957
19,13,7,985
19,14,7,975
19,15,7,979
19,16,7,1050
19,17,7,953
19,18,7,1026
19,19,7,992
19,20,7,954
19,21,7,980
19,22,7,1030
19,23,7,965
19,24,7,1032
20,1,7,759
20,2,7,726
20,3,7,795
20,4,7,801
20,5,7,780
20,6,7,805
20,7,7,1009
20,8,7,999
20,9,7,983
20,10,7,1041
20,11,7,963
20,12,7,1059
20,13,7,945
20,14,7,954
20,15,7,1044
20,16,7,985
20,17,7,964
20,18,7,1006
20,19,7,1042
20,20,7,1049
20,21,7,1022
20,22,7,1022
20,23,7,970
20,24,7,951
21,1,7,786
21,2,7,778
21,3,7,779
21,4,7,816
21,5,7,753
21,6,7,818
21,7,7,996
21,8,7,1002
21,9,7,1018
21,10,7,974
21,11,7,1026
21,12,7,988
21,13,7,1015
21,14,7,979
21,15,7,977
21,16,7,988
21,17,7,966
21,18,7,958
21,19,7,1019
21,20,7,1031
21,21,7,1018
21,22,7,1024
21,23,7,985
21,24,7,1094
22,1,7,859
22,2,7,793
22,3,7,861
22,4,7,808
22,5,7,792
22,6,7,789
22,7,7,993
22,8,7,1026
22,9,7,1025
22,10,7,997
22,11,7,1010
22,12,7,1026
22,13,7,1003
22,14,7,949
22,15,7,991
22,16,7,1026
22,17,7,1023
22,18,7,1052
22,19,7,1033
22,20,7,1043
22,21,7,1027
22,22,7,1001
22,23,7,1097
22,24,7,1056
23,1,7,795
23,2,7,832
23,3,7,777
23,4,7,801
23,5,7,771
23,6,7,795
23,7,7,954
23,8,7,988
23,9,7,953
23,10,7,1010
23,11,7,1000
23,12,7,962
23,13,7,1047
23,14,7,1034
23,15,7,968
23,16,7,1009
23,17,7,1044
23,18,7,1012
23,19,7,1011
23,20,7,990
23,21,7,1004
23,22,7,1036
23,23,7,1052
23,24,7,1014
24,1,7,816
24,2,7,811
24,3,7,828
24,4,7,851
24,5,7,772
24,6,7,751
24,7,7,1021
24,8,7,1037
24,9,7,1013
24,10,7,1038
24,11,7,989
24,12,7,1023
24,13,7,992
24,14,7,1018
24,15,7,974
24,16,7,1068
24,17,7,1060
24,18,7,1013
24,19,7,988
24,20,7,1036
24,21,7,1076
24,22,7,1056
24,23,7,1048
24,24,7,1012
25,1,7,833
25,2,7,814
25,3,7,844
25,4,7,746
25,5,7,778
25,6,7,765
25,7,7,992
25,8,7,980
25,9,7,1028
25,10,7,1019
25,11,7,988
25,12,7,1006
25,13,7,1042
25,14,7,1014
25,15,7,975
25,16,7,1040
25,17,7,1024
25,18,7,1039
25,19,7,981
25,20,7,1008
25,21,7,993
25,22,7,1023
25,23,7,1057
25,24,7,1019
26,1,7,857
26,2,7,847
26,3,7,787
26,4,7,825
26,5,7,784
26,6,7,794
26,7,7,1063
26,8,7,990
26,9,7,1016
26,10,7,1020
26,11,7,1017
26,12,7,1054
26,13,7,1034
26,14,7,991
26,15,7,1060
26,16,7,1052
26,17,7,1035
26,18,7,1069
26,19,7,1035
26,20,7,1017
26,21,7,1009
26,22,7,1022
26,23,7,1001
26,24,7,1061
27,1,7,800
27,2,7,768
27,3,7,826
27,4,7,862
27,5,7,778
27,6,7,794
27,7,7,986
27,8,7,1003
27,9,7,952
27,10,7,1005
27,11,7,1010
27,12,7,1003
27,13,7,996
27,14,7,1011
27,15,7,964
27,16,7,1029
27,17,7,964
27,18,7,1000
27,19,7,1033
27,20,7,1000
27,21,7,1029
27,22,7,1009
27,23,7,1032
27,24,7,1014
28,1,7,793
28,2,7,782
28,3,7,789
28,4,7,773
28,5,7,830
28,6,7,817
28,7,7,965
28,8,7,1033
28,9,7,991
28,10,7,1018
28,11,7,1000
28,12,7,1001
28,13,7,1025
28,14,7,984
28,15,7,1006
28,16,7,1027
28,17,7,1021
28,18,7,976
28,19,7,1048
28,20,7,990
28,21,7,1024
28,22,7,1018
28,23,7,1055
28,24,7,1043
29,1,7,800
29,2,7,804
29,3,7,832
29,4,7,881
29,5,7,824
29,6,7,833
29,7,7,1016
29,8,7,1044
29,9,7,983
29,10,7,1052
29,11,7,1018
29,12,7,981
29,13,7,1072
29,14,7,970
29,15,7,1058
29,16,7,1042
29,17,7,1010
29,18,7,997
29,19,7,1017
29,20,7,1013
29,21,7,1042
29,22,7,1063
29,23,7,1092
29,24,7,1047
30,1,7,767
30,2,7,814
30,3,7,793
30,4,7,844
30,5,7,728
30,6,7,772
30,7,7,1028
30,8,7,982
30,9,7,987
30,10,7,1044
30,11,7,1036
30,12,7,988
30,13,7,1039
30,14,7,980
30,15,7,991
30,16,7,989
30,17,7,963
30,18,7,975
30,19,7,1039
30,20,7,980
30,21,7,1013
30,22,7,987
30,23,7,995
30,24,7,1064
31,1,7,820
31,2,7,870
31,3,7,787
31,4,7,774
31,5,7,788
31,6,7,734
31,7,7,989
31,8,7,958
31,9,7,1027
31,10,7,1055
31,11,7,995
31,12,7,1004
31,13,7,994
31,14,7,1012
31,15,7,1009
31,16,7,995
31,17,7,1014
31,18,7,1033
31,19,7,1049
31,20,7,1049
31,21,7,1078
31,22,7,1032
31,23,7,966
31,24,7,1043
32,1,7,770
32,2,7,784
32,3,7,842
32,4,7,806
32,5,7,815
32,6,7,777
32,7,7,989
32,8,7,1021
32,9,7,976
32,10,7,952
32,11,7,987
32,12,7,1001
32,13,7,989
32,14,7,988
32,15,7,989
32,16,7,997
32,17,7,974
32,18,7,1036
32,19,7,989
32,20,7,978
32,21,7,1012
32,22,7,1003
32,23,7,1026
32,24,7,963
33,1,7,853
33,2,7,832
33,3,7,820
33,4,7,839
33,5,7,811
33,6,7,847
33,7,7,1052
33,8,7,1061
33,9,7,1020
33,10,7,1009
33,11,7,1051
33,12,7,963
33,13,7,945
33,14,7,979
33,15,7,1015
33,16,7,1011
33,17,7,1007
33,18,7,1039
33,19,7,1012
33,20,7,1040
33,21,7,1008
33,22,7,998
33,23,7,1072
33,24,7,1058
34,1,7,778
34,2,7,832
34,3,7,771
34,4,7,809
34,5,7,748
34,6,7,803
34,7,7,1027
34,8,7,974
34,9,7,1015
34,10,7,1038
34,11,7,949
34,12,7,990
34,13,7,1049
34,14,7,1020
34,15,7,1038
34,16,7,991
34,17,7,1011
34,18,7,985
34,19,7,1049
34,20,7,1022
34,21,7,1058
34,22,7,1053
34,23,7,1041
34,24,7,1056
35,1,7,859
35,2,7,794
35,3,7,805
35,4,7,772
35,5,7,813
35,6,7,777
35,7,7,983
35,8,7,962
35,9,7,1001
35,10,7,1041
35,11,7,1030
35,12,7,1036
35,13,7,1023
35,14,7,1003
35,15,7,1045
35,16,7,1030
35,17,7,996
35,18,7,963
35,19,7,1016
35,20,7,1056
35,21,7,1018
35,22,7,1021
35,23,7,1069
35,24,7,1040
36,1,7,823
36,2,7,781
36,3,7,819
36,4,7,828
36,5,7,842
36,6,7,817
36,7,7,1007
36,8,7,1055
36,9,7,999
36,10,7,1032
36,11,7,1019
36,12,7,979
36,13,7,981
36,14,7,1032
36,15,7,1004
36,16,7,1005
36,17,7,1077
36,18,7,1037
36,19,7,1087
36,20,7,1063
36,21,7,1049
36,22,7,1036
36,23,7,1039
36,24,7,1068
37,1,7,808
37,2,7,877
37,3,7,812
37,4,7,827
37,5,7,822
37,6,7,792
37,7,7,1056
37,8,7,1036
37,9,7,1028
37,10,7,1059
37,11,7,983
37,12,7,1085
37,13,7,1085
37,14,7,1043
37,15,7,1082
37,16,7,1081
37,17,7,1062
37,18,7,1104
37,19,7,1010
37,20,7,1021
37,21,7,1045
37,22,7,1098
37,23,7,1149
37,24,7,1078
38,1,7,794
38,2,7,792
38,3,7,828
38,4,7,786
38,5,7,790
38,6,7,788
38,7,7,909
38,8,7,988
38,9,7,931
38,10,7,1001
38,11,7,956
38,12,7,989
38,13,7,987
38,14,7,983
38,15,7,1027
38,16,7,1002
38,17,7,1079
38,18,7,1018
38,19,7,995
38,20,7,1015
38,21,7,1067
38,22,7,1044
38,23,7,1037
38,24,7,1053
39,1,7,814
39,2,7,814
39,3,7,792
39,4,7,854
39,5,7,814
39,6,7,775
39,7,7,1042
39,8,7,1060
39,9,7,1018
39,10,7,1035
39,11,7,1028
39,12,7,1042
39,13,7,1034
39,14,7,1056
39,15,7,1032
39,16,7,1035
39,17,7,1065
39,18,7,993
39,19,7,1040
39,20,7,1028
39,21,7,1056
39,22,7,1095
39,23,7,1043
39,24,7,1106
40,1,7,868
40,2,7,819
40,3,7,815
40,4,7,818
40,5,7,809
40,6,7,794
40,7,7,1048
40,8,7,1002
40,9,7,1010
40,10,7,1012
40,11,7,987
40,12,7,1003
40,13,7,1028
40,14,7,1031
40,15,7,1012
40,16,7,1047
40,17,7,987
40,18,7,1048
40,19,7,1025
40,20,7,1121
40,21,7,1045
40,22,7,1051
40,23,7,1033
40,24,7,1077
41,1,7,748
41,2,7,835
41,3,7,833
41,4,7,767
41,5,7,786
41,6,7,830
41,7,7,982
41,8,7,1030
41,9,7,932
41,10,7,966
41,11,7,1034
41,12,7,1007
41,13,7,1003
41,14,7,995
41,15,7,973
41,16,7,990
41,17,7,1065
41,18,7,992
41,19,7,1011
41,20,7,1041
41,21,7,1072
41,22,7,1052
41,23,7,1000
41,24,7,1014
42,1,7,872
42,2,7,827
42,3,7,840
42,4,7,811
42,5,7,755
42,6,7,816
42,7,7,970
42,8,7,1011
42,9,7,1035
42,10,7,1101
42,11,7,1046
42,12,7,1040
42,13,7,1049
42,14,7,1057
42,15,7,1043
42,16,7,994
42,17,7,984
42,18,7,1060
42,19,7,986
42,20,7,1045
42,21,7,1026
42,22,7,1032
42,23,7,1055
42,24,7,1012
43,1,7,857
43,2,7,859
43,3,7,799
43,4,7,823
43,5,7,829
43,6,7,786
43,7,7,1037
43,8,7,1055
43,9,7,1009
43,10,7,1085
43,11,7,1023
43,12,7,1049
43,13,7,1012
43,14,7,1039
43,15,7,1034
43,16,7,1040
43,17,7,1107
43,18,7,1004
43,19,7,1014
43,20,7,1053
43,21,7,1038
43,22,7,1021
43,23,7,1082
43,24,7,1117
44,1,7,831
44,2,7,824
44,3,7,786
44,4,7,823
44,5,7,847
44,6,7,826
44,7,7,1038
44,8,7,1032
44,9,7,1035
44,10,7,1056
44,11,7,1114
44,12,7,1041
44,13,7,1014
44,14,7,1027
44,15,7,992
44,16,7,1000
44,17,7,1069
44,18,7,1069
44,19,7,1035
44,20,7,1095
44,21,7,1070
44,22,7,1042
44,23,7,1024
44,24,7,1088
45,1,7,798
45,2,7,802
45,3,7,810
45,4,7,792
45,5,7,805
45,6,7,786
45,7,7,1073
45,8,7,1036
45,9,7,1004
45,10,7,973
45,11,7,956
45,12,7,972
45,13,7,1024
45,14,7,1004
45,15,7,1036
45,16,7,1054
45,17,7,1013
45,18,7,1005
45,19,7,1025
45,20,7,1045
45,21,7,1024
45,22,7,997
45,23,7,1021
45,24,7,1010
46,1,7,822
46,2,7,833
46,3,7,818
46,4,7,758
46,5,7,745
46,6,7,874
46,7,7,1032
46,8,7,1026
46,9,7,971
46,10,7,1057
46,11,7,1059
46,12,7,1002
46,13,7,983
46,14,7,988
46,15,7,971
46,16,7,1045
46,17,7,1063
46,18,7,1007
46,19,7,1032
46,20,7,1005
46,21,7,1068
46,22,7,1078
46,23,7,1076
46,24,7,1063
47,1,7,815
47,2,7,792
47,3,7,877
47,4,7,834
47,5,7,814
47,6,7,841
47,7,7,1012
47,8,7,1107
47,9,7,1025
47,10,7,1022
47,11,7,1067
47,12,7,1079
47,13,7,1047
47,14,7,999
47,15,7,1058
47,16,7,1063
47,17,7,1012
47,18,7,1081
47,19,7,1010
47,20,7,1063
47,21,7,965
47,22,7,1024
47,23,7,1059
47,24,7,1034
48,1,7,789
48,2,7,749
48,3,7,821
48,4,7,766
48,5,7,758
48,6,7,841
48,7,7,1026
48,8,7,971
48,9,7,1020
48,10,7,966
48,11,7,968
48,12,7,1029
48,13,7,1016
48,14,7,1003
48,15,7,1005
48,16,7,1012
48,17,7,1093
48,18,7,914
48,19,7,1010
48,20,7,984
48,21,7,1017
48,22,7,982
48,23,7,995
48,24,7,1026
49,1,7,785
49,2,7,719
49,3,7,835
49,4,7,808
49,5,7,807
49,6,7,779
49,7,7,1001
49,8,7,966
49,9,7,933
49,10,7,1019
49,11,7,964
49,12,7,1020
49,13,7,1037
49,14,7,1052
49,15,7,977
49,16,7,1028
49,17,7,1059
49,18,7,1034
49,19,7,1004
49,20,7,1010
49,21,7,1028
49,22,7,1019
49,23,7,1006
49,24,7,1057
50,1,7,730
50,2,7,806
50,3,7,780
50,4,7,778
50,5,7,779
50,6,7,791
50,7,7,959
50,8,7,931
50,9,7,961
50,10,7,1008
50,11,7,983
50,12,7,998
50,13,7,979
50,14,7,1042
50,15,7,997
50,16,7,1018
50,17,7,993
50,18,7,1042
50,19,7,974
50,20,7,939
50,21,7,1018
50,22,7,1001
50,23,7,974
50,24,7,1043
51,1,13,855
51,2,13,865
51,3,13,840
51,4,13,868
51,5,13,769
51,6,13,870
51,7,13,813
51,8,13,840
51,9,13,835
51,10,13,786
51,11,13,807
51,12,13,873
51,13,13,965
51,14,13,985
51,15,13,981
51,16,13,947
51,17,13,1023
51,18,13,1047
51,19,13,933
51,20,13,1016
51,21,13,1039
51,22,13,1002
51,23,13,1008
51,24,13,989
52,1,13,807
52,2,13,806
52,3,13,765
52,4,13,808
52,5,13,780
52,6,13,808
52,7,13,769
52,8,13,871
52,9,13,782
52,10,13,799
52,11,13,782
52,12,13,791
52,13,13,952
52,14,13,949
52,15,13,892
52,16,13,986
52,17,13,974
52,18,13,960
52,19,13,911
52,20,13,945
52,21,13,992
52,22,13,955
52,23,13,1008
52,24,13,944
53,1,13,744
53,2,13,811
53,3,13,810
53,4,13,748
53,5,13,717
53,6,13,789
53,7,13,786
53,8,13,770
53,9,13,775
53,10,13,764
53,11,13,676
53,12,13,790
53,13,13,924
53,14,13,967
53,15,13,871
53,16,13,925
53,17,13,923
53,18,13,941
53,19,13,944
53,20,13,896
53,21,13,938
53,22,13,930
53,23,13,963
53,24,13,963
54,1,13,796
54,2,13,837
54,3,13,783
54,4,13,862
54,5,13,820
54,6,13,760
54,7,13,832
54,8,13,848
54,9,13,821
54,10,13,792
54,11,13,804
54,12,13,837
54,13,13,930
54,14,13,909
54,15,13,930
54,16,13,969
54,17,13,964
54,18,13,900
54,19,13,995
54,20,13,941
54,21,13,941
54,22,13,981
54,23,13,963
54,24,13,960
55,1,13,825
55,2,13,762
55,3,13,807
55,4,13,789
55,5,13,733
55,6,13,801
55,7,13,806
55,8,13,771
55,9,13,742
55,10,13,793
55,11,13,834
55,12,13,770
55,13,13,955
55,14,13,936
55,15,13,976
55,16,13,952
55,17,13,904
55,18,13,957
55,19,13,986
55,20,13,939
55,21,13,975
55,22,13,965
55,23,13,958
55,24,13,951
56,1,13,732
56,2,13,753
56,3,13,790
56,4,13,815
56,5,13,796
56,6,13,776
56,7,13,811
56,8,13,760
56,9,13,784
56,10,13,772
56,11,13,792
56,12,13,768
56,13,13,955
56,14,13,923
56,15,13,917
56,16,13,944
56,17,13,971
56,18,13,915
56,19,13,926
56,20,13,1015
56,21,13,924
56,22,13,990
56,23,13,948
56,24,13,958
57,1,13,779
57,2,13,799
57,3,13,833
57,4,13,804
57,5,13,794
57,6,13,760
57,7,13,788
57,8,13,743
57,9,13,791
57,10,13,815
57,11,13,795
57,12,13,746
57,13,13,945
57,14,13,902
57,15,13,932
57,16,13,966
57,17,13,981
57,18,13,911
57,19,13,982
57,20,13,961
57,21,13,940
57,22,13,991
57,23,13,937
57,24,13,976
58,1,13,818
58,2,13,783
58,3,13,794
58,4,13,791
58,5,13,761
58,6,13,848
58,7,13,849
58,8,13,803
58,9,13,783
58,10,13,818
58,11,13,818
58,12,13,842
58,13,13,921
58,14,13,961
58,15,13,992
58,16,13,985
58,17,13,982
58,18,13,971
58,19,13,908
58,20,13,934
58,21,13,953
58,22,13,972
58,23,13,995
58,24,13,997
59,1,13,799
59,2,13,832
59,3,13,835
59,4,13,856
59,5,13,862
59,6,13,805
59,7,13,793
59,8,13,816
59,9,13,778
59,10,13,829
59,11,13,842
59,12,13,822
59,13,13,994
59,14,13,950
59,15,13,971
59,16,13,974
59,17,13,944
59,18,13,959
59,19,13,972
59,20,13,998
59,21,13,1004
59,22,13,984
59,23,13,947
59,24,13,982
60,1,13,859
60,2,13,802
60,3,13,863
60,4,13,869
60,5,13,883
60,6,13,812
60,7,13,851
60,8,13,858
60,9,13,855
60,10,13,732
60,11,13,828
60,12,13,877
60,13,13,1003
60,14,13,966
60,15,13,1029
60,16,13,1070
60,17,13,1022
60,18,13,953
60,19,13,989
60,20,13,1000
60,21,13,1038
60,22,13,1041
60,23,13,1006
60,24,13,997
61,1,13,829
61,2,13,755
61,3,13,778
61,4,13,787
61,5,13,790
61,6,13,749
61,7,13,719
61,8,13,753
61,9,13,752
61,10,13,838
61,11,13,738
61,12,13,842
61,13,13,924
61,14,13,948
61,15,13,936
61,16,13,954
61,17,13,947
61,18,13,932
61,19,13,942
61,20,13,940
61,21,13,887
61,22,13,936
61,23,13,986
61,24,13,989
62,1,13,871
62,2,13,756
62,3,13,788
62,4,13,842
62,5,13,838
62,6,13,764
62,7,13,818
62,8,13,836
62,9,13,803
62,10,13,803
62,11,13,860
62,12,13,802
62,13,13,899
62,14,13,928
62,15,13,928
62,16,13,938
62,17,13,928
62,18,13,994
62,19,13,967
62,20,13,1013
62,21,13,936
62,22,13,964
62,23,13,960
62,24,13,959
63,1,13,845
63,2,13,834
63,3,13,790
63,4,13,782
63,5,13,765
63,6,13,798
63,7,13,791
63,8,13,830
63,9,13,907
63,10,13,805
63,11,13,790
63,12,13,810
63,13,13,943
63,14,13,971
63,15,13,963
63,16,13,968
63,17,13,964
63,18,13,1015
63,19,13,974
63,20,13,943
63,21,13,967
63,22,13,931
63,23,13,966
63,24,13,933
64,1,13,800
64,2,13,838
64,3,13,775
64,4,13,818
64,5,13,788
64,6,13,815
64,7,13,791
64,8,13,868
64,9,13,837
64,10,13,780
64,11,13,829
64,12,13,811
64,13,13,961
64,14,13,952
64,15,13,947
64,16,13,946
64,17,13,957
64,18,13,940
64,19,13,993
64,20,13,869
64,21,13,1034
64,22,13,904
64,23,13,1000
64,24,13,1002
65,1,13,776
65,2,13,764
65,3,13,813
65,4,13,769
65,5,13,821
65,6,13,785
65,7,13,774
65,8,13,774
65,9,13,773
65,10,13,817
65,11,13,733
65,12,13,829
65,13,13,928
65,14,13,945
65,15,13,933
65,16,13,995
65,17,13,959
65,18,13,966
65,19,13,935
65,20,13,917
65,21,13,934
65,22,13,915
65,23,13,942
65,24,13,960
66,1,13,814
66,2,13,798
66,3,13,815
66,4,13,748
66,5,13,748
66,6,13,840
66,7,13,817
66,8,13,831
66,9,13,795
66,10,13,846
66,11,13,776
66,12,13,732
66,13,13,941
66,14,13,934
66,15,13,1017
66,16,13,971
66,17,13,935
66,18,13,982
66,19,13,979
66,20,13,1010
66,21,13,1011
66,22,13,921
66,23,13,968
66,24,13,926
67,1,13,781
67,2,13,726
67,3,13,743
67,4,13,748
67,5,13,818
67,6,13,750
67,7,13,764
67,8,13,778
67,9,13,787
67,10,13,751
67,11,13,714
67,12,13,745
67,13,13,1020
67,14,13,959
67,15,13,936
67,16,13,912
67,17,13,891
67,18,13,907
67,19,13,981
67,20,13,912
67,21,13,934
67,22,13,923
67,23,13,946
67,24,13,978
68,1,13,761
68,2,13,798
68,3,13,793
68,4,13,806
68,5,13,799
68,6,13,780
68,7,13,751
68,8,13,820
68,9,13,773
68,10,13,768
68,11,13,807
68,12,13,841
68,13,13,919
68,14,13,977
68,15,13,925
68,16,13,983
68,17,13,984
68,18,13,915
68,19,13,1005
68,20,13,906
68,21,13,977
68,22,13,957
68,23,13,932
68,24,13,981
69,1,13,791
69,2,13,755
69,3,13,768
69,4,13,760
69,5,13,731
69,6,13,764
69,7,13,787
69,8,13,809
69,9,13,734
69,10,13,806
69,11,13,731
69,12,13,769
69,13,13,884
69,14,13,966
69,15,13,917
69,16,13,934
69,17,13,898
69,18,13,941
69,19,13,909
69,20,13,914
69,21,13,926
69,22,13,893
69,23,13,926
69,24,13,971
70,1,13,862
70,2,13,754
70,3,13,849
70,4,13,854
